Taluka,College Name,Name Data
Ratnagiri,"Government Polytechnic, Ratnagiri",
Malwan,"Government Polytechnic, Malvan",
Thane,"Government Polytechnic, Thane",
Mumbai City,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",
Vikramgad,"Government Polytechnic, Vikramgad.",
Andheri,"Sardar Patel College of Engineering, Andheri",
Thane,Bharati Vidyapeeth Dental College and Hospital Navi Mumbai,
Andheri,"Bombay College of Pharmacy, Santacruz(E), Mumbai",
Andheri,"C U Shah College of Pharmacy for Women, Mumbai",
Mumbai City,"Rachna Sansad Academy Of Architecture,Mumbai",
Mumbai City,"Sir J.J. College of Architecture, Mumbai",
Mumbai City,"Sasmira's Institute of Manmade Textiles, Mumbai",
Mumbai Suburban,"K. J. Somaiya Polytechnic, Mumbai",
Mumbai City,"St. Xavier's Technical Institute, Mumbai",
Mumbai City,"Sophia Shree B.K. Somani Memorial Polytechnic), Mumbai",
Mumbai City,"Shri Bhagubhai Mafatlal Polytechnic, Mumbai",
Mumbai City,"M. H. Saboo Siddik Polytechnic, Mumbai",
Andheri,"Premlila Vithaldas Polytechnic(Womens),Mumbai",
Mumbai City,"Father Agnel Technical College (Polytechnic), Bandra(W), Mumbai",
Andheri,SNDT Womens University P G D of Computer Science,
Mangaon,"Dr. Babasaheb Ambedkar Technological University, Lonere",
Andheri,"Usha Mittal Institute of Technology SNDT Women's University, Mumbai",
Mumbai City,"Institute of Chemical Technology, Matunga, Mumbai",
Ulhasnagar,"Hydrabad (Sind) National Collegiate K.M.Kundanani Pharmacy Polytechnic,Ulhasnagar Dist-Thane",
Mangaon,"Dr. Babasaheb Ambedkar Tech.University,Institute of Petrochemical Engineering,Lonere,Raigad",
Mumbai City,PREMLILA VITHALDAS POLYTECHNIC Pharmacy,
Thane,"Bharti Vidyapeeth's Institute of Management Studies & Research, Navi Mumbai",
Andheri,"Chetana's Ramprasad Khandelwal Institute of Management & Research, Mumbai",
Mumbai City,"K. J. Somaiya Institute of Management Studies & Research, Mumbai",
Mumbai City,"Lala Lajpatrai Institute of Management, Mumbai",
Panvel,Mahatma Gandhi Mission's Institute of Management Studies & Research,
Mumbai Suburban,"MET's Institute of Management, Mumbai",
Mumbai City,"Prin. L. N. Welingkar Institute of Management Development & Research, Mumbai",
Mumbai City,"Rizvi Institute of Management Studies & Research, Mumbai",
Thane,"S.I.E.S. College of Management Studies, Mumbai",
Kurla,"Vivekanand Education Society's Institute of Management Studies & Research, Mumbai",
Thane,"N. L. Dalmia Institute of Management Studies and Research, Mumbai",
Andheri,"Indian Education Society's Management College & Research Centre, Mumbai",
Mumbai City,"Maratha Mandir's Babasaheb Gawde Institute of Management Studies, Mumbai",
Panvel,"Mahatma Education Society's Pillai's Institute of Management Studies & Research, New Panvel",
Mumbai City,"Anjuman-I-Islam's Allana Institute of Management Studies, Mumbai",
Thane,"Agnel Charities Agnel Seva Sangha's Fr. C. Rodrigues Inst. of Management. Studies, Vashi, Navi Mumbai",
Mumbai City,"Gurunanak Institute of Management Studies, Mumbai",
Borivali,"Zagdu Singh Chartitable Trust's Thakur Institute of Management Studies & Research, Mumbai",
Borivali,"St. Francis Institute of Management & Research, Mumbai",
Borivali,"Atharva Educational Trust, Atharva Institute of Management Studies, Mumbai",
Khed,"Vishwakarma Sahajeevan Madanbhai Sura Institute of Business Management, Khed Dist. Ratnagiri",
Karjat,"IBSAR Trust's IBSAR Institute of Management Studies, Karjat, Raigad",
Andheri,"Parle Tilak Vidyalaya Asso.'s Institute of Management, Mumbai",
Karjat,"Saraswati Education Society, Group of Institutions ( Integrated Campus), Diksal Dist. Raigad",
Thane,"Audyogik Shikshan Mandal's Institute of Management & Computer Studies, Thane",
Vasai,"Viva Institute of Management Studies, Virar",
Thane,"NCRD's Sterling Institute of Management Studies, Navi Mumbai",
Chiplun,"Mandar Education Society's Rajaram Shinde College of Master of Business Adminstration, Chiplun",
Mumbai City,"Mumbai Institute of Management & Research, Mumbai",
Thane,"VPM's Dr. V.N. Bedekar Institute Of Management Studies, Mumbai",
Ulhasnagar,"Hashmatrai and Gangaram Himathmal Mansukhani Institute of Management, Ulhasnagar, Thane",
Panvel,"Dr. G D Pol Foundation YMT College of Management, Navi Mumbai",
Bhiwandi,"Swayamsiddhi Mitra Sangh's College of Management & Research, Thane",
Mumbai City,"Bombay St. Xavier College Soc.'s Xavier Institute of Management & Research, Mumbai",
Andheri,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",
Panvel,"Oriental Education Society Oriental Institute of Management, Navi Mumbai",
Borivali,"Smt. K.G.Mittal Institute of Management, Information Technology & Research, Mumbai",
Panvel,"Gahlot Institute of Management Studies and Research, Navi Mumbai",
Mumbai City,"Vidyalankar Institute of Technology,Wadala, Mumbai",
Shahapur,"Vighnaharata Trust, Shivajirao S. Jodhale Institute of Management Science and Research, Asangaon",
Karjat,"Saraswati Education Society's Yadavrao Tasgaonkar School of business Management, Karjat",
Kurla,"Navjeevan Education Society's Polytechnic, Mumbai",
Borivali,"Zagdu Singh Charitable Trust's Thakur Polytechnic, Mumbai",
Mumbai City,"Mahavir Education Trust's Shah & Anchor Kutchhi Polytechnic, Mumbai",
Mumbai Suburban,"Vivekanand Education Society's Polytechnic, Mumbai",
Panvel,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering, Kharghar, New Mumbai",
Karjat,"Saraswati Education Society, Yadavrao Tasgaonkar Institute of Engineering & Technology, Karjat",
Kurla,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",
Thane,"Shree Shankar Narayan Education Trust's Rohidas Patil Institute of Management Studies, Bhayandar",
Panvel,"Vishweshwar Education Society's Indira Institute of Business Management, Navi Mumbai",
Panvel,"Janardan Bhagat Shikshan Prasarak Sanstha's Changu Kana Thakur Institute of Management Studies & Research, New Panvel",
Andheri,"Humera Khan Institute Of Mangement Studies & Reserch, Mumbai",
Panvel,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",
Andheri,"SYCSPM'S Sinhgad Institute of Business Management, Chandivali, Powai, Mumbai",
Karjat,"Dilkap Research Centre & Institute of Management Studies,Mamdapur,Neral,Near Karjat",
Kurla,"Shree Ghatkopar Sarvajanik Jivdaya Khatur's Aruna Manharlal Shah Institute of Management & Research, Ghatkopar",
Kalyan,"Saket Gyanpeeth's, Pramod Ram Ujagar Tiwari Saket Institute of Management Kalyan",
Thane,"JNIESTR's,Rajeev Gandhi College of Management Studies, Navi Mumbai",
Khalapur,"Mahatma Edu.Soc.'s Pillai's HOC Institute of Management Studies & Research, Khalapur Dist. Raigadh",
Vasai,Viva Institute of Management and Research (Viva School of Management and Research),
Thane,"Bharati Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai",
Vaibhavvadi,"Shri Angarsiddha Shikshan Prasarak Mandal's Diploma In Pharmacy Institute,Sangulwadi,Tal-Vaibhavwadi",
Karjat,"Asian Institute of Communication and Research, AICAR Business School, Karjat",
Vasai,"Viva School Of MCA, Virar (E)",
Kurla,"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai",
Borivali,"Thakur Institute of Management Studies Career Development Research, Kandivali (E), Mumbai",
Andheri,"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",
Mumbai City,"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",
Thane,"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai",
Panvel,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",
Borivali,"Thakur College of Engineering and Technology, Kandivali, Mumbai",
Panvel,"Oriental Education Society, Oriental School of Business, Navi Mumbai",
Panvel,"Institute for Technology and Management & Administration, Navi Mumbai",
Kurla,"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai",
Andheri,"Thadomal Shahani Engineering College, Bandra, Mumbai",
Mumbai City,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",
Andheri,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",
Kurla,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",
Kudal,"Indrayani Shikshan Prasarak Mandal Shri Pushpasen Sawant College of Diploma Pharmacy, Digas",
Thane,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",
Mumbai City,"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai",
Thane,"Terna Engineering College, Nerul, Navi Mumbai",
Chiplun,"Mandar Education Society's Rajaram Shinde College of Engineering, Pedhambe",
Thane,Smt. Indira Gandhi College of Engineering,
Kalyan,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",
Vasai,"Vidyavardhini's College of Engineering and Technology, Vasai, Thane",
Thane,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",
Thane,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",
Karjat,"Konkan Gyanpeeth College of Engineering, Karjat",
Andheri,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",
Ratnagiri,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",
Andheri,"Rizvi Education Society's Rizvi College of Engineering, Bandra West,Mumbai",
Sangameshwar,Rajendra Mane College of Engineering & Technology Ambav Deorukh,
Borivali,"Atharva College of Engineering,Malad(West),Mumbai",
Borivali,"St. Francis Institute of Technology,Borivali, Mumbai",
Kankavli,"S.S.P.M.'s College of Engineering, Kankavli",
Panvel,"Mahatma Education Society's Pillai College of Engineering, New Panvel",
Kurla,"Don Bosco Institute of Technology, Mumbai",
Kurla,K J SOMAIYA INSTITUTE OF ENGINEERING AND INFORMATION TECHNNOLOGY,
Thane,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",
Thane,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",
Ulhasnagar,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",
Mumbai City,"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",
Andheri,"Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai",
Khed,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",
Shahapur,"Vighnaharata Trust's Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",
Palghar,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",
Shahapur,"Koti Vidya Charitable Trust's Smt. Alamuri Ratnamala Institute of Engineering and Technology, Sapgaon, Tal. Shahapur",
Karjat,"Saraswati Education Society, Yadavrao Tasgaonkar College of Engineering and Management, Nasarapur, Chandai, Karjat",
Vasai,"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",
Palghar,"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar",
Khalapur,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",
Karjat,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat",
Kalyan,"Saraswathi Vidya Bhavan's College of Pharmacy, Dombivli",
Andheri,"Mumbai Educational Trust's Institute of Pharmacy Degree, Mumbai",
Andheri,"SVKM's Dr. Bhanuben Nanavati College of Pharmacy, Mumbai",
Ulhasnagar,"Dr. L. H. Hiranandani College of Pharmacy ,Ulhasnagar",
Thane,"NCRD's Sterling Institute of Pharmacy, Navi Mumbai",
Thane,"Oriental College of Pharmacy , Navi Mumbai",
Karjat,"Yadavrao Tasgaonkar Institute of Pharmacy,Chandhai, Bhiv-puri Road Station, Tal-Karjat",
Chiplun,"Govindrao Nikam College Of Pharmacy, Sawarde",
Borivali,"Maharashtra Education Society's H.K. College of Pharmacy, Jogeshwari, Mumbai",
Thane,"Gahlot Institute of Pharmacy, Koparkhairane, Navi Mumbai",
Karjat,"Konkan Gyanpeeth Rahul Dharkar College of Pharmacy & Research Institute, Karjat, Dahivali, Karjat Dist. Raigad",
Kurla,"Vivekanand Education Society's College of Pharmacy, Chembur, Mumbai",
Kalyan,"Adarsh Shikshan Prasarak Mandal's Ideal College of Pharmacy & Research, Ambernath",
Sangameshwar,"Prabhodhan Shikshan Prasarak Sanshta'sIndira Institute of Pharmacy, Sadavali",
Palghar,"Aldel Education Trust's St. John Institute of Pharmacy and Research, Vevoor, Palghar",
Shahapur,"Vighnarta Trust, Shivajirao Jondhale College of Pharmacy, Shahapur",
Panvel,"The Shri Rishikesh Shikshan Prasarak Mandal, D.D.Vispute College of Pharmacy & Research Centre, Devad, New Panvel, Raiga",
Thane,"Padmshree Dr. D. Y. Patil College of Architecture, Navi Mumbai",
Thane,"Bharati Vidyapeeth's College of Architecture, Belapur, New Mumbai",
Panvel,"Mahatma Education Society's Pillais College of Architecture, New Panvel",
Andheri,"Rizvi College of Architecture,Bandra(W), Mumbai",
Andheri,"Kamla Raheja Vidhyanidhi Institute for Architecture and Environmental Studies, Mumbai",
Andheri,"Late Baliram Hiray S.S. Trust's Dr.Baliram Hiray College of Architecture, Mumbai",
Andheri,"Indian Education Society's College of Architecture, Mumbai",
Thane,The Sultan Khan Educational Trust's Asmita College of Architecture,
Andheri,"L.S. Raheja School of Architecture, Bandra(E), Mumbai",
Kalyan,"Samayak Sankalp College of Architecture, Aadivali, Ambernath",
Panvel,"Saraswati Institute of Management and Research(SIMARC), Navi Mumbai.",
Ratnagiri,"Mandar Education Society's Rajaram Shinde Institute of Engineering and Technology, Pedhambe",
Thane,"Bharati Vidyapeeth's Institute of Technology, New Mumbai",
Thane,"Vidya Prasarak Mandal's Polytechnic, Thane",
Thane,"Agnel Polytechnic (Fr. Agnel Charities) , Vashi, Navi Mumbai",
Andheri,"L & T Institute of Technology, Mumbai",
Khalapur,"Khalapur Taluka Shikshan Prasarak Mandal's, B.L. Patil Polytechnic, Khopoli, Dist.Raigad",
Palghar,"Vidyavardhini's Bhausaheb Vartak Polytechnic, Vasai,Thane",
Kalyan,"Smarth Samaj's S. H. Jondhale Polytechnic, Dombivli",
Chiplun,Sahyadri Shikshan Sanstha's Sahyadri Poly.Sawarde(Ratnagiri),
Thane,"Sai Shiva Education Trust's, Muchhala Polytechnic,Thane",
Ambarnath,"Samarth. Samaj's. Shivajirao S. Jondhale Polytechnic, Ambernath(E), Mumbai",
Mumbai City,"Maratha Mandir's Babasaheb Gawade Institute of Technology, Mumbai",
Thane,DR D Y PATIL POLYTECHNIC NERUL,
Mumbai City,"Vidyalankar Polytechnic,Mumbai",
Mumbai Suburban,"Kala Vidyamandir Institute of Technology,Mumbai",
Panvel,"Mahatma Education Society's Pillai Polytechnic, New Panvel, Dist. Raigad",
Thane,"Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly",
Panvel,"Anjuman-I-Islam's Abdul Razzak Kalsekar Polytechnic,Panvel, Navi Mumbai",
Panvel,"Institute of Printing Technoloy and Research, Panvel",
Shahapur,"Shivajirao S. Jondhle Polytechnic, Asangaon, Shahapur.Thane",
Panvel,"Saraswati Education Society,Re Vera Institute of Technology, Kharghar, New Mumbai",
Karjat,"Saraswati Education Society, Yadavrao Tasgaonkar Polytechnic, Chandha, Nasarapur, Bhivpuri Road Railway",
Khalapur,"Mahatma Education Society's, Pillai HOC Polytechnic, Rasayani",
Khalapur,"Prabhakar Patil Education Society's, Polytechnic,Raigad",
Ambarnath,"Dnyan Prasarak Shikshan Sanstha's, Balasaheb Mhatre Polytechnic,Ambarnath",
Karjat,"Leela Education Society, G. V. Acharya Polytechnic,Shelu, Karjat",
Karjat,"Saraswati Education Society, Dr. Nandkumar Y. Tasgaonkar Polytechnic,Raigad",
Roha,"Bhartiya Education/Social Charitable Trust, Sheth Shri Otarmal Sheshmal Parmar College Of Diploma, Raigad",
Chiplun,Sahyadri Shikshan Sanstha's College of Pharmacy Sawarde,
Chiplun,"Mandar Education Society's College of Pharmacy(Diploma), Pedhambe",
Mahad,"Navyug Vidyapeeth Trust's Institute of Pharmacy,Mahad, Raigad",
Andheri,"Mumbai Education Trust's Institute Of Pharmacy, Mumbai",
Thane,"National Centre For Rural Development's Institute Of Pharmacy , Nerul, Navi Mumbai",
Karjat,"Saraswati Education Society's Yadavrao Tasgaonkar Institute Of Pharmacy(Diploma), Bhivpuri, Karjat",
Ambarnath,"Adarsh Shikshan Mandal's Ideal College Of Pharmacy, Kalyan",
Roha,"Bhartiya Education Soc.'s Institute of Pharmacy, Velshet, Tal. Roha, Dist. Raigad",
Mumbai City,"Kiran Patel Educatin Trust's Sardar Vallabhbhai Patel Polytechnic,Mumbai",
Mumbai City,Nagrik Shikshan Sanstha's College of Pharmacy,
Borivali,"Durgadevi Saraf Institute of Management Studies, Malad (W), Mumbai",
Ambarnath,"Bharat College of Engineering, Kanhor, Badlapur(W)",
Vikramgad,"Revera School of Business Management, Hatne, Post- Bandhan, Via- Manor, Taluka - Vikramgad, Dist- Thane",
Karjat,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat, Mumbai",
Kurla,"Kohinoor Business School, Kurla (West), Mumbai",
Alibag,"Prabhakar Patil Education Society's Institute of Management Studies,Alibag, Raigad",
Karjat,"S A V Acharya Institute of Management Studies, Shelu, Tal. Karjat",
Palghar,"SAS Institute of Management Studies, Boisar Dist. Thane",
Mumbai City,"GNVS Institute of Management, Sion-Koliwada(E), Mumbai",
Mumbai City,"Sir M Visvesvaraya Institute of Management Studies & Research, Wadala, Mumbai",
Sangameshwar,"Rajendra Mane Polytechnic, Devrukh, Tal. Sangmeshwar, Dist. Ratnagiri",
Vasai,"VIVA College of Diploma Engg &Tech., At. Bolinj, Virar (W) Dist. Thane",
Panvel,"New Jai Bharat Shikshan Prasarak Mandal's Shantiniketan Polytechnic, New Panvel",
Thane,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",
Andheri,"Chanakya Institute of Management Studies & Research, Andheri(W), Mumbai",
Karjat,"Yadavrao Tasgaonkar Institute of Management Studies and Research, Village-Chadhai, Bhivpuri, Dist Raigad",
Khalapur,"Mahatma Education Society's Pillai's HOC College of Architecture, Rasayani",
Thane,"Bharati Vidyapeeth Institute of Pharmacy, Belapur Navi Mumbai",
Ambarnath,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",
Borivali,"Aditya Institute of Management Studies & Research, Borivali",
Panvel,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",
Malwan,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",
Borivali,"Rustomjee Business School, Dahisar.",
Andheri,"Sheila Raheja School of Business Management & Research, Bandra(E), Mumbai.",
Shahapur,"Vishvatmak Jangli Maharaj Ashram Trust's Vishvatmak Om Gurudev College of Engineering, Mohili-Aghai, Shahpur.",
Borivali,"Kala Vidyalaya Trust, Kala Institute of Management Studies & Research, Kandivali",
Tala,"G.M.Vedak Institute of Technology, Tala, Raigad.",
